company.href,company.name,company.url,location,year.founded,fte,type.of.company,category,company.function,sector(s),source.of.revenue,description,short.description,social.impact,financial.info,data.collection,datasets
/Can-Capital,CAN Capital,http://www.cancapital.com/,NY,,,,Finance & Investment, Finance & Investment,,,,CAN Capital has served small businesses for more than a decade by developing and delivering working capital solutions.,,,undocumented,"dataset.url,dataset.name
"
/Canon,Canon,http://www.canon.com,NY,,,,Data/Technology, Data/Technology,,,,"Canon pursues the development of innovative technologies, including technology used for managing open data.",,,undocumented,"dataset.url,dataset.name
"
/Capital-Cube,Capital Cube,http://www.capitalcube.com,NY,,,,Finance & Investment, Finance & Investment,,,,"Developed over three years by finance and technology professionals, Capital Cube's platform converts data assets into narrative forms.",,,undocumented,"dataset.url,dataset.name
"
/Capital-IQ,Capital IQ,https://www.capitaliq.com/home.aspx,NY,,,,Finance & Investment, Finance & Investment,,,,"S&P Capital IQ combines offerings previously provided by Capital IQ, elements of S&P like Global Credit Portal and MarketScope Advisor, enterprise solutions like S&P Securities Evaluations and Compustat, and research offerings.",,,undocumented,"dataset.url,dataset.name
"
/Captricity,Captricity,http://captricity.com,"Berkeley, CA",2011,10,Private,,Data management and analysis,"Other, As a data capture utility, we cut across nearly all these sectors","Subscriptions, User fees for web or mobile access","At Captricity, our mission is to unlock the information that drives the world forward for everyone. Captricity is an award-winning cloud-based service that turns paper information into digital data more easily, quickly, and cheaply than existing alternatives.","Captricity is a tech startup that has launched a completely self-serve data entry web service which extracts structured information, including handwriting, from paper forms.","Fields digitized - because if a customer pays for that data, we know it has value.",Venture funded - Social+Capital with Atlas Ventures and the Knight Foundation,questionnaire,"dataset.url,dataset.name
http://www.fppc.ca.gov/,http://www.fppc.ca.gov/
""http://www.irs.gov/uac/Form-990,-Return-of-Organization-Exempt-From-Income-Tax-"",""http://www.irs.gov/uac/Form-990,-Return-of-Organization-Exempt-From-Income-Tax-""
"
/CareerThoughtscom-App-Equal-Pay-for-Women,CareerThoughts.com (App: Equal Pay for Women),http://careerthoughts.com/equality,VA,,,,Business & Legal Services, Business & Legal Services,,,,Careerthoughts is a job search/career site with analysis of data on gender equality in compensation.,,,undocumented,"dataset.url,dataset.name
"
/Castle-Biosciences,Castle Biosciences,http://www.castlebiosciences.com,TX,,,,Scientific Research, Scientific Research,,,,"Castle Biosciences works with leading cancer institutions to in-license proprietary technologies and complete development and validation, ultimately making proven tests available to all individuals afflicted with a rare cancer.",,,undocumented,"dataset.url,dataset.name
"
/Castlight-Health,Castlight Health,http://www.castlighthealth.com,CA,,,,Healthcare, Healthcare,,,,"Castlight Health helps both consumers and employers by enabling consumers to make smart health care purchase decisions, which will drive quality up and costs down.",,,undocumented,"dataset.url,dataset.name
"
/Ceiba-Solutions,Ceiba Solutions,http://www.ceibasolutions.com,MA,,,,Scientific Research, Scientific Research,,,,Ceiba is a global products and service company dedicated to unleashing the value of life science and healthcare data while reducing the cost to manage it.,,,undocumented,"dataset.url,dataset.name
"
/Center-for-Data-Innovation,Center for Data Innovation,http://www.datainnovation.org,CA,,,,Data/Technology, Data/Technology,,,,The Center for Data Innovation at the Information Technology and Innovation Foundation conducts independent research and educational activities on how the increased use of information impacts the economy and society.,,,undocumented,"dataset.url,dataset.name
"
/Cerner,Cerner,http://www.cerner.com,MO,,,,Healthcare, Healthcare,,,,Cerner's mission is to contribute to the systemic improvement of health care delivery and the health of communities.,,,undocumented,"dataset.url,dataset.name
"
/Certara,Certara,http://www.certara.com,MO,,,,Scientific Research, Scientific Research,,,,"Certara provides expertise spanning drug discovery and development – with modeling, analysis, and simulation methods that include molecular modeling, prediction of drug-drug interactions, and clinical trial simulation.",,,undocumented,"dataset.url,dataset.name
"
/Charles-Schwab-Corp,Charles Schwab Corp.,https://www.schwab.com,CA,,,,Finance & Investment, Finance & Investment,,,,The Charles Schwab Corporation describes itself as a leading investment services firm that innovates and advocates for individual investors and the financial professionals who serve them.,,,undocumented,"dataset.url,dataset.name
"
/Chemical-Abstracts-Service,Chemical Abstracts Service,https://www.cas.org,OH,,,,Scientific Research, Scientific Research,,,,"Chemical Abstracts Service (www.cas.org), a division of the American Chemical Society, exists to find, collect and organize all publicly disclosed chemical substance information.",,,undocumented,"dataset.url,dataset.name
"
/Child-Care-Desk,Child Care Desk,http://childcaredesk.com,NY,,,,Lifestyle & Consumer, Lifestyle & Consumer,,,,"ChildCareDesk is a cloud-based software platform to help parents find quality child care near them and help government, non-profit organizations and investors with data they can use to invest in child care.",,,undocumented,"dataset.url,dataset.name
"
/Chubb,Chubb,http://www.chubb.com,NJ,,,,Insurance, Insurance,,,,Chubb offers property and casualty insurance.,,,undocumented,"dataset.url,dataset.name
"
/Citigroup,Citigroup,http://www.citigroup.com/citi/,NY,,,,Finance & Investment, Finance & Investment,,,,"Citi provides consumers, corporations, governments and institutions with a broad range of financial services and products.",,,undocumented,"dataset.url,dataset.name
"
/CitySourced,CitySourced,http://www.citysourced.com/,CA,,,,, ,,,,"CitySourced is a real time, intuitive mobile civic engagement platform that lets residents identify civic issues (public safety, quality of life, environmental issues, etc.) and report them to city hall for quick resolution.",,,undocumented,"dataset.url,dataset.name
"
/Civic-Impulse-Llc,Civic Impulse LLC,https://www.govtrack.us/civicimpulse,"Washington, DC",2009,1,Private,,Information for Consumers,,Advertising,"""GovTrack.us, the main project of Civic Impulse LLC, is one of the world's most visited government transparency websites. The site helps ordinary citizens find and track bills in the U.S. Congress and understand their representativesâ€™ legislative record.

In 2012, GovTrack.us was used by more than 5 million individuals. Its embeddable widgets were deployed on more than 70 official websites of Members of Congress. GovTrack also openly shares the data it brings together so that other websites can build other tools to help citizens engage with government. We have led the open government data movement in the United States since GovTrack's launch in 2004, and the site has served as a model for legislative transparency websites around the world.""","Civic Impulse builds tools that foster civic participation, civc education, and government transparency, and works with governments on improving government data policy.","Public policy changes on access to government information, data reuse by other organizations, and improvements at large to awareness of the legislative process among the public.","""Yearly gross revenue is approximately $60,000. Net profit is positive. We have had no investments. I am the sole owner. Besides me, we have two part-time staff members.

GovTrack launched in 2004, although the company formation date is later.""",questionnaire,"dataset.url,dataset.name
http://clerk.house.gov/legislative/legvotes.aspx,Congressional votes (URL is for House votes)
http://docs.house.gov/,Upcoming bills in the House
"
